time,avg-visual-ltm-depth
788721,2.5654008438818567
790922,2.566315789473684
794808,2.568421052631579
795094,2.569327731092437
803302,2.5681341719077566
804181,2.570230607966457
812253,2.571129707112971
813666,2.5720250521920667
818974,2.5741127348643005
820090,2.5729166666666665
822102,2.5738045738045736
823848,2.574688796680498
826830,2.5755693581780537
828076,2.574380165289256
829787,2.5764462809917354
830361,2.5785123966942147
835103,2.5793814432989692
841370,2.5814432989690723
844816,2.580246913580247
846595,2.5811088295687883
848448,2.5799180327868854
863082,2.5787321063394684
863651,2.5795918367346937
869321,2.580448065173116
878404,2.5792682926829267
882125,2.5801217038539552
883480,2.580971659919028
889532,2.5797979797979798
899894,2.581818181818182
900616,2.5826612903225805
903978,2.5846774193548385
915369,2.5875251509054324
915540,2.5883534136546187
917581,2.5891783567134268
919210,2.59
919248,2.592
919402,2.592814371257485
919692,2.593625498007968
919966,2.592445328031809
921069,2.5912698412698414
921571,2.59009900990099
922046,2.590909090909091
926781,2.591715976331361
931166,2.594488188976378
931383,2.593320235756385
931493,2.592156862745098
931975,2.592954990215264
934657,2.591796875
935062,2.590643274853801
936621,2.5925925925925926
943777,2.594541910331384
946248,2.593385214007782
946724,2.5941747572815532
949390,2.5949612403100777
952129,2.595744680851064
953652,2.5965250965250966
953994,2.597302504816956
956510,2.5961538461538463
958402,2.595009596928983
968393,2.5938697318007664
970435,2.5946462715105163
972656,2.595419847328244
972735,2.598095238095238
973389,2.6
979601,2.598859315589354
982052,2.5996204933586338
982112,2.600378787878788
991811,2.6030245746691874
991938,2.6037735849056602
995032,2.6056603773584905
996474,2.6045197740112993
999150,2.6064030131826743
999165,2.608286252354049
1012565,2.6109022556390977
1015772,2.6116322701688555
1015946,2.6123595505617976
1016041,2.6130841121495325
1016368,2.6138059701492535
1016428,2.616387337057728
1016609,2.617100371747212
1020597,2.6178107606679037
1020636,2.6185185185185187
1021004,2.6192236598890943
1022899,2.6180811808118083
1027710,2.6187845303867405
1027725,2.619485294117647
1029299,2.6213235294117645
1030690,2.6231617647058822
1034548,2.622018348623853
1054978,2.6227106227106227
1054998,2.6215722120658134
1057329,2.622262773722628
1057551,2.624087591240876
1079008,2.6247723132969036
1089868,2.626593806921676
1104605,2.6272727272727274
1110801,2.629090909090909
1111045,2.6279491833030852
1125251,2.630434782608696
1125392,2.632911392405063
1126021,2.6335740072202167
1126272,2.6342342342342344
1126874,2.636036036036036
1128377,2.637837837837838
1130273,2.6366906474820144
1134413,2.637342908438061
1142878,2.6362007168458783
1149246,2.6350626118067977
1152412,2.636851520572451
1159273,2.6375
1163619,2.6392857142857142
1165017,2.6381461675579323
1173591,2.6370106761565837
1181028,2.6376554174067497
1215065,2.6382978723404253
1238745,2.638938053097345
1244818,2.639575971731449
1244835,2.64021164021164
1250780,2.6390845070422535
1253389,2.6397188049209137
1274411,2.641476274165202
1279952,2.6432337434094904
1279994,2.643859649122807
1280014,2.6427320490367774
1284776,2.6416083916083917
1284897,2.6404886561954624
1304517,2.6411149825783973
1304558,2.642857142857143
1304616,2.6445993031358883
1314780,2.6463414634146343
1315679,2.64808362369338
1321973,2.6498257839721253
1326158,2.6515679442508713
1326263,2.653310104529617
1328864,2.6550522648083623
1333374,2.6539130434782607
1342435,2.654513888888889
1342518,2.65625
1342612,2.658578856152513
1347713,2.6591695501730106
1384372,2.6614853195164074
1404469,2.6620689655172414
1416980,2.6626506024096384
1417074,2.6649484536082473
1417388,2.665523156089194
1417466,2.664383561643836
1417563,2.663247863247863
1419475,2.6655290102389078
1420415,2.667235494880546
1420437,2.6660988074957412
1421257,2.6649659863945576
1437632,2.66553480475382
1441307,2.664406779661017
1456829,2.66497461928934
1457300,2.6655405405405403
1470351,2.6677908937605395
1471376,2.6683501683501682
1474208,2.67003367003367
1475236,2.6717171717171717
1482875,2.6739495798319326
1483214,2.67563025210084
1486175,2.6773109243697477
1489104,2.6795302013422817
1496331,2.680067001675042
1497156,2.681742043551089
1497389,2.682274247491639
1511763,2.682804674457429
1516860,2.684474123539232
1524116,2.6866666666666665
1536905,2.6888519134775373
1536937,2.6893687707641196
1538993,2.691029900332226
1539365,2.6898839137645107
1540977,2.6887417218543046
1546685,2.6892561983471075
1548925,2.6881188118811883
1555801,2.68976897689769
1570994,2.6902800658978583
1571963,2.6907894736842106
1572101,2.691297208538588
1582014,2.6929392446633824
1585300,2.6945812807881775
1585823,2.6950819672131145
1586227,2.6939443535188214
1586296,2.69281045751634
1586314,2.693311582381729
1586488,2.695439739413681
1586748,2.6970684039087947
1589845,2.698697068403909
1593664,2.700813008130081
1601497,2.7012987012987013
1604620,2.701782820097245
1605618,2.7006472491909386
1610087,2.702746365105008
1610137,2.703225806451613
1613201,2.7020933977455717
1614575,2.7041800643086815
1617476,2.706260032102729
1618118,2.7083333333333335
1618268,2.7099358974358974
1651056,2.7115384615384617
1670302,2.712
1673387,2.7136
1673518,2.7156549520766773
1676787,2.716108452950558
1677576,2.71656050955414
1691796,2.718152866242038
1692355,2.7170111287758347
1694720,2.7174603174603176
1695425,2.716323296354992
1710332,2.717908082408875
1728934,2.7183544303797467
1759370,2.7199367088607596
1765443,2.720379146919431
1775766,2.721958925750395
1775780,2.720820189274448
1776588,2.722397476340694
1776951,2.72397476340694
1777391,2.725552050473186
1810553,2.7244094488188977
1829846,2.725984251968504
1829912,2.7275590551181104
1831433,2.7279874213836477
1834785,2.728414442700157
1839723,2.7288401253918497
1839744,2.729264475743349
1854937,2.730829420970266
1857911,2.7328125
1858651,2.733229329173167
1871633,2.734789391575663
1871700,2.735202492211838
1871721,2.734059097978227
1903095,2.734472049689441
1911770,2.7364341085271318
1915978,2.737984496124031
1918676,2.736842105263158
1919317,2.738390092879257
1920054,2.7387944358578054
1920895,2.7391975308641974
1929042,2.7380585516178737
1931376,2.7395993836671804
1943392,2.7415384615384615
1945463,2.743076923076923
1945503,2.7434715821812596
1946551,2.7438650306748467
1949010,2.7442572741194486
1954873,2.7457886676875956
1960962,2.7446483180428136
1970330,2.746177370030581
1971931,2.7477064220183487
1973345,2.7496183206106872
1973589,2.75
1986943,2.7519025875190257
1986993,2.7537993920972643
1987211,2.754172989377845
1989709,2.753030303030303
1996070,2.7518910741301057
2006742,2.7534039334341904
2012824,2.7537764350453173
2015625,2.755656108597285
2026035,2.7571644042232277
2030021,2.7586726998491704
2032505,2.7590361445783134
2033320,2.7609022556390976
2040448,2.762406015037594
2041744,2.7639097744360903
2047896,2.7654135338345864
2050521,2.7672672672672673
2052746,2.767616191904048
2078765,2.769461077844311
2078771,2.7698056801195814
2080314,2.7713004484304933
2081048,2.773134328358209
2092932,2.774626865671642
2123202,2.774962742175857
2129260,2.77645305514158
2157103,2.7779433681073025
2158445,2.7782738095238093
2158569,2.7800891530460623
2167788,2.7804154302670625
2168130,2.779259259259259
2169013,2.780740740740741
2169117,2.7810650887573964
2169323,2.781388478581979
2172581,2.7831858407079646
2172637,2.784660766961652
2174744,2.7849779086892488
2175262,2.786764705882353
2196593,2.788235294117647
2201479,2.790014684287812
2205766,2.7917888563049855
2209860,2.7920937042459735
2231316,2.793859649122807
2231547,2.7953216374269005
2244537,2.796783625730994
2244600,2.797080291970803
2245165,2.7973760932944605
2247249,2.7988338192419824
2247270,2.7976710334788937
2252118,2.7991266375545854
2268634,2.79796511627907
2272905,2.7968069666182873
2288451,2.798550724637681
2294537,2.7988422575976846
2297035,2.800289435600579
2304419,2.8017366136034734
2305696,2.802023121387283
2313340,2.8008658008658007
2317129,2.8011527377521612
2348024,2.8
2353168,2.8017241379310347
2353428,2.8020086083213775
2354382,2.8022922636103154
2358578,2.8025751072961373
2368496,2.802857142857143
2375045,2.8042857142857143
2392753,2.803138373751783
2392815,2.8034188034188032
2421993,2.802275960170697
2422717,2.8025568181818183
2428887,2.802836879432624
2447195,2.804255319148936
2447671,2.805673758865248
2450329,2.8059490084985836
2450598,2.8062234794908063
2452754,2.806497175141243
2472339,2.8079096045197742
2475090,2.8081805359661494
2483988,2.8095909732016926
2490648,2.808450704225352
2526473,2.8087201125175807
2528299,2.810126582278481
2528805,2.811797752808989
2528906,2.813202247191011
2528978,2.814866760168303
2528985,2.816526610644258
2529322,2.8167832167832167
2557661,2.815642458100559
2574321,2.8170391061452515
2574501,2.818688981868898
2582774,2.8200836820083683
2591356,2.82033426183844
2594381,2.8217270194986073
2611439,2.821974965229485
2622618,2.8222222222222224
2626713,2.82246879334258
2638814,2.8213296398891967
2647193,2.8215767634854774
2651525,2.822959889349931
2665875,2.8232044198895028
2667704,2.824585635359116
2667870,2.826206896551724
2691045,2.827823691460055
2717551,2.829436038514443
2725510,2.830811554332875
2732286,2.831043956043956
2762739,2.8324175824175826
2767209,2.831275720164609
2774382,2.832647462277092
2794115,2.8340192043895747
2809913,2.8328767123287673
2813852,2.8344733242134064
2813963,2.8360655737704916
2814442,2.8362892223738063
2814878,2.8376534788540244
2821211,2.837874659400545
2833169,2.8380952380952382
2833803,2.839673913043478
2834041,2.8398914518317504
2835644,2.8401084010840107
2863470,2.8403247631935047
2867045,2.8405405405405406
2873310,2.841891891891892
2892626,2.8434547908232117
2895317,2.844804318488529
2895854,2.8463611859838274
2907784,2.8479138627187077
2926099,2.8492597577388965
2997741,2.850806451612903
2998804,2.8521505376344085
3013537,2.853494623655914
3016093,2.8523489932885906
3016434,2.8536912751677854
3016528,2.8538873994638068
3016830,2.8552278820375334
3036414,2.854082998661312
3036777,2.855421686746988
3053812,2.856760374832664
3056694,2.856951871657754
3058090,2.858288770053476
3058105,2.8584779706275034
3063694,2.8598130841121496
3072673,2.861148197596796
3079737,2.86
3079927,2.858854860186418
3086869,2.860186418109188
3090362,2.860372340425532
3092243,2.8617021276595747
3092328,2.863031914893617
3095027,2.8643617021276597
3095080,2.8656914893617023
3106557,2.865869853917663
3143312,2.86737400530504
3143389,2.8688741721854303
3149884,2.8701986754966886
3150248,2.869047619047619
3156718,2.870541611624835
3158621,2.870712401055409
3159174,2.8722002635046113
3178950,2.8735177865612647
3208847,2.873684210526316
3227067,2.873850197109067
3236776,2.8753280839895012
3270937,2.875491480996068
3286860,2.8769633507853403
3306424,2.8758169934640523
3311567,2.8746736292428197
3337866,2.8759791122715406
3337881,2.877284595300261
3365491,2.877444589308996
3366567,2.87890625
3367046,2.8802083333333335
3372180,2.8815104166666665
3373132,2.88296488946684
3375402,2.8844155844155845
3377958,2.8857142857142857
3378041,2.887012987012987
3396120,2.88715953307393
3412989,2.888456549935149
3486682,2.88860103626943
3487015,2.888745148771022
