time,time-spent-deliberating
601273,60643
601289,60647
601376,60651
601391,60654
601406,60659
601455,60663
601469,60666
601483,60670
601573,60675
601634,60679
601649,60683
601695,60687
601709,60690
601779,60695
601796,60700
601813,60705
601904,60709
601919,60713
601933,60718
602000,60722
602014,60726
602028,60730
602120,60734
602134,60737
602147,60740
602192,60745
602212,60750
602231,60756
602278,60761
602298,60765
602314,60769
602371,60774
602389,60778
602403,60782
602460,60786
602475,60790
602490,60794
602581,60797
602592,60801
602606,60804
602685,60808
602700,60812
602715,60816
602813,60819
602823,60823
602834,60826
602928,60830
602942,60833
602955,60836
603024,60840
603038,60843
603052,60847
603118,60851
603133,60855
603147,60859
603241,60863
603255,60866
603268,60870
603357,60873
603370,60877
603384,60881
603448,60885
603463,60889
603478,60893
603553,60897
603564,60901
603670,60904
603683,60908
603697,60912
603760,60917
603776,60921
603790,60925
603897,60929
603908,60933
603917,60937
604010,60940
604023,60944
604118,60948
604132,60953
604147,60956
604223,60960
604239,60966
604257,60971
604350,60974
604363,60978
604377,60982
604483,60986
604541,60991
604600,60996
604661,61000
604676,61004
604691,61008
604771,61013
604789,61017
604804,61021
604874,61024
604889,61028
604904,61032
604988,61036
605003,61040
605074,61044
605089,61048
605169,61052
605184,61057
605200,61061
605272,61065
605287,61069
605302,61073
605397,61077
605412,61080
605425,61084
605517,61087
605531,61091
605545,61095
605603,61099
605619,61103
605633,61107
605736,61110
605750,61113
605763,61117
605824,61121
605839,61125
605854,61129
605926,61133
605940,61138
606002,61142
606017,61146
606106,61149
606119,61153
606133,61156
606206,61160
606221,61165
606238,61170
606317,61175
606334,61180
606401,61184
606466,61188
606513,61192
606580,61195
606595,61199
606610,61203
606703,61207
606715,61212
606800,61216
606858,61220
606916,61223
606931,61227
606946,61231
607045,61235
607060,61239
607075,61243
607166,61247
607181,61251
607195,61255
607267,61259
607278,61263
607289,61266
607360,61270
607371,61274
607382,61278
607466,61283
607557,61287
607571,61291
607585,61295
607657,61298
607670,61301
607757,61305
607772,61309
607786,61314
607881,61318
607896,61321
607909,61325
607967,61329
607981,61333
608063,61337
608077,61340
608090,61344
608174,61348
608190,61352
608206,61357
608291,61361
608305,61364
608318,61368
608390,61372
608401,61376
608412,61380
608484,61384
608495,61387
608566,61391
608577,61395
608588,61399
608667,61402
608681,61406
608697,61410
608798,61414
608809,61418
608821,61421
608887,61425
608898,61429
608907,61433
608980,61437
608995,61441
609009,61445
609081,61449
609092,61453
609164,61457
609175,61461
609186,61465
609258,61469
609269,61473
609341,61477
609352,61481
609429,61485
609440,61489
609507,61493
609518,61497
609529,61500
609600,61504
609611,61508
609705,61511
609718,61515
609732,61518
609804,61521
609814,61525
609825,61528
609890,61532
609901,61535
609911,61538
609994,61543
610010,61548
610026,61552
610121,61556
610136,61559
610149,61563
610220,61567
610234,61571
610248,61575
610321,61579
610332,61583
610343,61586
610435,61589
610448,61593
610462,61597
610552,61601
610659,61605
610673,61609
610687,61613
610769,61618
610787,61622
610802,61626
610895,61629
610908,61632
610921,61635
611011,61638
611024,61643
611039,61647
611120,61651
611135,61655
611150,61659
611229,61664
611247,61669
611262,61673
611346,61677
611440,61681
611455,61686
611548,61690
611562,61693
611575,61696
611668,61700
611726,61705
611810,61710
611826,61714
611840,61718
611937,61722
612019,61727
612080,61731
612094,61735
612109,61739
612198,61742
612212,61746
612278,61750
612292,61753
612306,61757
612398,61761
612413,61765
612427,61770
612520,61774
612535,61778
612549,61782
612642,61785
612655,61788
612668,61791
612762,61795
612778,61800
612827,61805
612846,61810
612916,61815
612989,61821
613009,61826
613028,61831
613109,61835
613123,61839
613137,61843
613205,61846
613218,61849
613296,61852
613310,61856
613325,61860
613389,61864
613403,61868
613418,61873
613505,61877
613519,61881
613616,61885
613627,61889
613686,61894
613781,61899
613885,61902
613898,61906
613912,61910
614010,61914
614025,61918
614039,61922
614129,61926
614143,61930
614157,61934
614229,61938
614240,61942
614330,61946
614344,61950
614358,61954
614426,61957
614439,61961
614510,61965
614524,61969
614538,61973
614613,61977
614627,61980
614714,61984
614728,61988
614742,61993
614813,61996
614826,61999
614913,62004
614929,62008
614944,62011
615037,62014
615050,62018
615064,62022
615122,62026
615136,62030
615236,62035
615296,62040
615342,62045
615390,62050
615450,62055
615468,62059
615483,62063
615557,62067
615573,62073
615591,62077
615681,62083
615698,62088
615715,62093
615796,62098
615877,62102
615970,62106
615984,62110
615998,62113
616093,62117
616108,62121
616122,62125
616206,62130
616223,62135
616331,62138
616344,62142
616359,62145
616451,62148
616464,62151
616477,62155
616567,62159
616581,62164
616693,62168
616800,62171
616813,62175
616827,62179
616899,62183
616910,62186
616920,62190
616995,62194
617006,62198
617073,62202
617084,62206
617151,62210
617162,62214
617173,62217
617244,62221
617255,62225
617365,62228
617378,62232
617392,62236
617460,62240
617475,62244
617489,62248
617587,62252
617601,62255
617614,62258
617706,62261
617719,62264
617808,62268
617890,62273
617937,62278
618005,62282
618066,62286
618161,62290
618175,62294
618189,62298
618265,62303
618327,62308
618401,62313
618462,62318
618523,62323
618584,62327
618598,62331
618678,62334
618691,62337
618761,62342
618857,62346
618871,62349
618884,62353
618942,62357
618957,62361
618972,62365
619037,62370
619098,62375
619183,62379
619198,62383
619213,62388
619276,62393
619352,62398
619436,62403
619495,62408
619583,62412
619597,62416
619612,62420
619695,62423
619708,62427
619810,62430
619823,62433
619837,62436
619898,62440
619912,62444
619927,62448
620018,62452
620032,62455
620121,62459
620137,62463
620152,62468
620255,62472
620269,62476
620281,62480
620366,62483
620379,62486
620466,62491
620482,62495
620497,62498
620575,62502
620590,62506
620605,62510
620666,62514
620681,62519
620697,62523
620794,62527
620808,62531
620822,62535
620901,62540
621009,62543
621022,62547
621036,62551
621130,62555
621145,62559
621159,62563
621232,62566
621242,62570
621253,62573
621323,62577
621338,62581
621352,62585
621425,62588
621435,62592
621446,62595
621523,62598
621533,62602
621617,62606
621632,62609
621704,62612
621714,62616
621725,62619
621793,62623
621807,62627
621880,62631
621891,62635
621958,62638
621971,62642
621985,62646
622083,62649
622093,62653
622166,62656
622176,62660
622187,62663
622294,62666
622304,62670
622315,62673
622398,62677
622412,62680
622425,62684
622522,62688
622533,62692
622544,62696
622616,62700
622627,62703
622637,62706
622708,62709
622721,62713
622735,62717
622808,62720
622818,62724
622829,62727
622897,62731
622912,62735
622927,62739
623001,62743
623012,62747
623021,62751
623090,62755
623101,62759
623112,62762
623183,62766
623194,62770
623203,62774
623272,62778
623283,62782
623351,62785
623364,62789
623378,62793
623475,62797
623486,62801
623497,62805
623589,62809
623603,62814
623618,62817
623692,62821
623703,62825
623714,62829
623811,62833
623822,62836
623832,62840
623900,62843
623913,62847
623925,62851
623997,62855
624008,62859
624017,62863
624088,62866
624101,62870
624115,62874
624191,62878
624202,62882
624213,62886
624285,62890
624296,62893
624306,62897
624374,62900
624387,62904
624401,62908
624474,62912
624485,62916
624496,62920
624568,62924
624579,62928
624590,62931
624661,62935
624672,62939
624683,62942
624750,62945
624763,62949
624873,62952
624886,62956
624958,62960
624969,62964
624978,62968
625047,62972
625058,62975
625068,62979
625140,62982
625153,62986
625167,62989
625252,62993
625266,62997
625341,63001
625352,63005
625429,63009
625440,63013
625449,63017
625518,63021
625529,63025
625626,63029
625637,63033
625704,63037
625715,63041
625726,63044
625795,63048
625810,63052
625826,63057
625900,63062
625916,63066
625930,63069
625998,63073
626013,63077
626104,63080
626115,63084
626178,63088
626193,63092
626208,63096
626296,63100
626311,63104
626325,63108
626414,63111
626428,63114
626441,63118
626514,63121
626524,63125
626535,63128
626605,63132
626619,63136
626691,63140
626702,63144
626713,63147
626802,63150
626815,63154
626829,63158
626887,63162
626901,63165
626990,63169
627004,63173
627076,63177
627087,63181
627098,63185
627170,63189
627181,63193
627190,63197
627259,63201
627270,63204
627341,63208
627352,63212
627442,63216
627456,63220
627470,63224
627567,63228
627578,63232
627589,63236
627666,63240
627677,63244
627686,63248
627759,63252
627773,63256
627787,63259
627878,63262
627891,63266
627905,63269
627981,63273
627992,63276
628002,63280
628074,63284
628085,63287
628095,63290
628177,63294
628191,63298
628205,63302
628295,63305
628308,63309
628322,63313
628392,63316
628405,63320
628419,63324
628492,63327
628502,63331
628513,63334
628581,63338
628593,63342
628605,63346
628703,63349
628713,63353
628724,63357
628797,63361
628811,63364
628824,63367
628915,63371
628929,63375
628943,63379
629013,63383
629027,63387
629041,63391
629135,63394
629148,63398
629221,63401
629231,63405
629242,63408
629307,63412
629318,63416
629329,63419
629403,63423
629414,63427
629486,63431
629500,63435
629514,63438
629604,63442
629618,63445
629631,63449
629703,63452
629716,63456
629730,63459
629813,63463
629827,63466
629840,63470
629888,63474
629903,63479
629919,63483
630011,63487
630025,63491
630039,63494
630120,63498
630135,63502
630150,63506
630233,63509
630247,63514
630263,63519
630360,63524
630454,63528
630469,63533
630484,63537
630594,63541
630697,63545
630711,63548
630725,63551
630817,63554
630830,63558
630893,63562
630907,63566
630979,63570
630990,63574
631001,63578
631073,63582
631084,63585
631094,63588
631173,63591
631186,63595
631200,63598
631296,63602
631307,63605
631378,63609
631389,63613
631400,63617
631497,63621
631508,63624
631518,63627
631588,63630
631602,63634
631618,63637
631706,63641
631721,63645
631797,63648
631812,63652
631909,63656
631923,63660
631937,63664
632044,63668
632055,63672
632064,63676
632154,63680
632168,63683
632224,63686
632238,63690
632254,63694
632330,63697
632340,63701
632352,63704
632390,63708
632407,63713
632423,63718
632489,63723
632506,63727
632524,63733
632600,63738
632616,63743
632633,63749
632692,63754
632711,63760
632731,63766
632790,63771
632807,63775
632823,63780
632918,63784
632932,63789
632947,63792
633050,63796
633064,63799
633077,63802
633157,63805
633171,63809
633246,63812
633256,63816
633312,63819
633326,63823
633342,63827
633418,63830
633428,63834
633440,63837
633535,63841
633550,63845
633564,63849
633643,63852
633653,63856
633665,63860
633766,63864
633777,63868
633789,63871
633855,63875
633866,63879
633875,63883
633948,63887
633962,63891
633976,63894
634066,63899
634082,63903
634097,63906
634188,63909
634201,63913
634215,63917
634298,63920
634311,63924
634325,63929
634376,63934
634395,63938
634410,63942
634479,63946
634490,63949
634500,63952
634584,63955
634597,63958
634611,63962
634683,63965
634696,63969
634772,63972
634782,63976
634793,63980
634859,63984
634870,63988
634940,63991
634953,63995
634967,63998
635039,64001
635049,64005
635060,64008
635125,64012
635136,64016
635147,64020
635217,64023
635230,64027
635244,64030
635338,64034
635353,64037
635366,64041
635440,64044
635453,64048
635467,64051
635542,64054
635552,64058
635563,64061
635657,64065
635672,64069
635686,64073
635755,64077
635770,64081
635846,64084
635856,64088
635922,64092
635933,64096
635942,64100
636011,64104
636022,64107
636032,64110
636134,64113
636148,64116
636161,64120
636255,64124
636362,64127
636375,64131
636390,64134
636478,64137
636491,64140
636580,64143
636593,64147
636607,64151
636675,64154
636688,64157
636702,64161
636772,64164
636785,64167
636798,64171
636900,64175
636914,64179
637011,64183
637022,64187
637033,64191
637130,64195
637141,64199
637150,64203
637223,64206
637236,64210
637250,64214
637325,64218
637336,64222
637403,64226
637414,64229
637485,64233
637496,64237
637505,64241
637595,64244
637606,64248
637620,64251
637710,64255
637722,64258
637735,64262
637817,64266
637832,64270
637846,64274
637905,64278
637920,64282
637935,64287
638007,64291
638022,64295
638036,64299
638109,64302
638119,64306
638130,64309
638202,64312
638212,64316
638223,64319
638300,64323
638311,64327
638417,64330
638430,64334
638445,64338
638536,64341
638550,64345
638652,64350
638752,64353
638765,64356
638778,64359
638866,64362
638877,64366
638891,64370
638952,64375
639016,64380
639032,64385
639048,64390
639107,64394
639121,64398
639193,64402
639204,64406
639215,64409
639311,64413
639322,64417
639331,64421
639400,64425
639411,64428
639421,64432
639518,64436
639529,64440
639540,64444
639647,64448
639658,64451
639668,64454
639739,64458
639750,64462
639761,64466
639858,64470
639869,64474
639880,64478
639987,64482
639998,64486
640007,64490
640076,64494
640087,64498
640098,64502
640173,64506
640184,64509
640194,64513
640266,64517
640277,64521
640288,64525
640371,64529
640385,64532
640399,64536
640491,64540
640506,64544
640521,64548
640584,64552
640598,64556
640670,64560
640681,64563
640691,64567
640763,64571
640774,64575
640882,64578
640895,64581
640908,64585
640955,64590
640973,64595
640991,64599
641080,64603
641094,64607
641108,64612
641196,64616
641211,64620
641302,64623
641316,64626
641329,64630
641402,64634
641416,64638
641431,64642
641518,64645
641533,64650
641624,64654
641639,64657
641652,64661
641723,64665
641737,64669
641813,64673
641824,64677
641908,64682
641925,64687
641942,64692
642019,64696
642035,64700
642049,64704
642119,64707
642132,64711
642146,64715
642218,64719
642229,64723
642296,64727
642307,64731
642316,64735
642385,64739
642396,64743
642407,64746
642478,64750
642489,64754
642498,64758
642571,64761
642584,64764
642597,64769
642667,64774
642728,64779
642744,64784
642817,64788
642831,64792
642845,64796
642929,64799
642942,64802
643029,64807
643045,64811
643059,64814
643140,64818
643154,64821
643168,64825
643258,64828
643271,64831
643284,64836
643395,64840
643409,64844
643424,64848
643507,64851
643520,64854
643591,64858
643605,64861
643618,64865
643678,64870
643696,64874
643710,64877
643784,64881
643798,64885
643812,64889
643884,64892
643897,64895
643988,64899
644002,64902
644015,64906
644097,64910
644111,64914
644195,64918
644211,64923
644226,64926
644310,64930
644325,64935
644432,64939
644535,64943
644642,64946
644655,64950
644670,64954
644780,64958
644887,64963
644991,64966
645004,64970
645019,64974
645122,64978
645137,64981
645227,64984
645240,64988
645254,64991
645322,64996
645340,65001
645412,65005
645508,65009
645522,65013
645536,65017
645627,65020
645640,65023
645733,65027
645747,65030
645760,65033
645852,65036
645866,65040
645951,65044
645966,65049
645982,65053
646061,65056
646075,65062
646141,65067
646158,65072
646175,65077
646252,65082
646269,65087
646286,65091
646372,65095
646386,65099
646468,65102
646482,65106
646586,65110
646600,65114
646663,65118
646678,65122
646693,65126
646766,65130
646777,65134
646788,65138
646860,65142
646871,65146
646880,65150
646949,65154
646960,65157
647016,65161
647031,65165
647048,65169
647120,65173
647135,65177
647149,65181
647208,65185
647223,65189
647238,65193
647320,65197
647335,65201
647350,65205
647420,65210
647457,65215
647541,65220
647624,65225
647688,65230
647795,65234
647902,65237
647915,65241
647929,65245
648035,65249
648049,65253
648063,65256
648155,65260
648167,65264
648181,65268
648232,65273
648249,65278
648267,65282
648350,65286
648364,65290
648453,65293
648467,65296
648558,65300
648572,65303
648585,65306
648674,65310
648688,65314
648702,65317
648789,65321
648804,65325
648818,65329
648915,65333
648929,65337
648945,65342
649037,65345
649050,65350
649065,65353
649154,65356
649167,65360
649181,65364
649287,65368
649392,65371
649402,65375
649413,65378
649484,65382
649495,65386
649506,65390
649586,65394
649601,65398
649616,65402
649707,65405
649721,65409
649735,65412
649814,65416
649829,65420
649844,65424
649925,65429
649942,65434
649957,65437
650042,65441
650057,65445
650072,65449
650154,65453
650169,65457
650184,65461
650263,65464
650277,65468
650291,65472
650352,65475
650366,65479
650381,65483
650457,65486
650467,65490
650479,65493
650540,65498
650610,65502
650625,65506
650696,65511
650713,65515
650727,65519
650806,65524
650900,65528
650915,65534
650932,65539
651006,65542
651016,65546
651027,65549
651090,65553
651105,65557
651120,65561
651200,65565
651215,65569
651230,65573
651328,65576
651338,65580
651349,65583
651414,65587
651425,65591
651436,65594
651507,65598
651518,65602
651527,65606
651596,65610
651611,65614
651626,65618
651698,65622
651709,65626
651720,65630
651792,65634
651803,65637
651813,65641
651923,65645
651983,65650
652064,65654
652078,65658
652158,65664
652176,65670
652276,65674
652291,65679
652307,65683
652401,65687
652415,65691
652429,65695
652499,65698
652512,65702
652526,65706
652623,65710
652634,65714
652645,65718
652717,65722
652728,65726
652776,65729
652790,65733
652806,65736
652902,65740
652916,65743
652963,65747
653021,65752
653091,65755
653106,65759
653122,65763
653208,65766
653223,65770
653238,65774
653312,65778
653326,65782
653341,65786
653408,65789
653421,65793
653435,65797
653525,65802
653541,65806
653555,65809
653651,65813
653662,65817
653673,65821
653743,65825
653757,65829
653830,65833
653845,65838
653861,65843
653933,65849
653952,65854
653970,65859
654040,65864
654058,65869
654076,65873
654155,65877
654170,65882
654186,65886
654267,65890
654282,65894
654296,65898
654346,65904
654365,65909
654382,65913
654453,65918
654470,65923
654486,65927
654556,65931
654570,65934
654583,65937
654644,65941
654659,65946
654675,65951
654752,65954
654766,65958
654780,65961
654840,65965
654854,65970
654869,65973
654915,65978
654933,65984
655003,65989
655022,65993
655037,65997
655108,66002
655158,66007
655240,66012
655257,66017
655274,66022
655351,66026
655366,66030
655451,66035
655547,66039
655561,66042
655574,66046
655660,66050
655676,66055
655693,66059
655764,66064
655843,66068
655857,66072
655873,66076
655959,66080
656060,66084
656074,66087
656087,66091
656153,66095
656167,66098
656180,66102
656278,66106
656385,66109
656398,66113
656413,66116
656492,66121
656565,66126
656644,66130
656658,66134
656673,66139
656756,66143
656770,66147
656785,66151
656888,66154
656901,66159
656916,66162
656987,66166
657003,66171
657066,66175
657082,66180
657098,66184
657151,66188
657166,66192
657270,66196
657285,66200
657299,66203
657391,66207
657406,66212
657422,66216
657503,66219
657517,66223
657531,66226
657594,66230
657610,66235
657627,66239
657720,66243
657735,66247
657750,66251
657822,66255
657833,66259
657844,66263
657894,66267
657909,66271
657927,66276
658008,66280
658023,66284
658037,66288
658110,66293
658127,66297
658142,66301
658231,66304
658244,66307
658337,66312
658437,66316
658540,66321
658644,66325
658752,66329
658808,66333
658823,66337
658838,66341
658906,66344
658919,66348
658933,66352
659015,66356
659030,66360
659045,66364
659120,66368
659131,66372
659142,66376
659239,66380
659250,66384
659261,66388
659368,66392
659379,66396
659390,66399
659493,66403
659507,66406
659520,66410
659609,66413
659622,66418
659637,66422
659703,66426
659717,66430
659786,66433
659799,66436
659812,66439
659901,66443
659916,66446
659929,66450
659989,66454
660004,66458
660020,66463
660119,66466
660132,66470
660146,66473
660237,66477
660252,66480
660265,66483
660377,66486
660390,66490
660463,66494
660474,66498
660566,66501
660579,66505
660593,66509
660699,66513
660755,66517
660770,66522
660786,66527
660882,66531
660897,66535
660911,66539
660993,66543
661008,66547
661023,66551
661098,66555
661109,66559
661169,66564
661187,66569
661205,66574
661285,66579
661302,66583
661316,66587
661362,66592
661380,66597
661399,66602
661465,66606
661479,66609
661492,66613
661586,66617
661600,66620
661613,66624
661677,66628
661692,66632
661707,66636
661776,66640
661790,66644
661871,66648
661885,66652
661901,66656
661990,66660
662002,66665
662015,66669
662106,66673
662120,66678
662135,66681
662213,66685
662250,66691
662271,66697
662292,66702
662380,66705
662391,66709
662462,66713
662478,66717
662494,66720
662568,66724
662583,66729
662600,66733
662675,66737
662686,66741
662697,66745
662804,66749
662815,66753
662824,66757
662893,66761
662904,66764
662914,66767
662988,66771
662999,66775
663008,66779
663077,66783
663088,66787
663099,66791
663171,66795
663182,66799
663193,66803
663251,66807
663266,66811
663282,66816
663367,66821
663384,66825
663442,66829
663457,66833
663473,66837
663575,66841
663634,66846
663696,66851
663713,66855
663810,66859
663824,66863
663838,66867
663947,66872
664007,66877
664024,66881
664038,66886
664111,66890
664122,66894
664133,66898
664210,66902
664221,66906
664232,66910
664324,66914
664338,66917
664351,66921
664421,66924
664434,66928
664448,66931
664519,66935
664530,66938
664540,66942
664610,66945
664623,66949
664637,66953
664710,66956
664720,66960
664731,66963
664803,66966
664813,66970
664911,66973
664921,66977
665029,66981
665040,66984
665050,66987
665106,66991
665121,66995
665231,66998
665244,67001
665257,67004
665324,67007
665339,67011
665355,67016
665452,67021
665560,67025
665574,67029
665588,67033
665636,67038
665719,67042
665735,67047
665753,67051
665825,67055
665839,67059
665899,67063
665914,67067
665930,67071
666034,67074
666048,67077
666061,67081
666132,67085
666147,67089
666244,67093
666258,67096
666271,67099
666342,67104
666411,67108
666426,67113
666497,67119
666517,67124
666532,67128
666591,67132
666605,67135
666619,67139
666722,67142
666733,67145
666746,67149
666839,67154
666947,67158
667050,67162
667157,67166
667256,67169
667269,67172
667282,67175
667328,67178
667343,67182
667359,67185
667457,67191
667552,67195
667566,67199
667580,67203
667638,67207
667653,67211
667667,67215
667762,67219
667776,67224
667792,67228
667874,67232
667889,67236
667972,67240
667986,67244
668000,67248
668110,67251
668123,67255
668137,67259
668221,67263
668236,67267
668250,67271
668359,67276
668459,67280
668562,67283
668575,67287
668587,67291
668680,67295
668694,67298
668783,67301
668797,67305
668899,67309
669006,67313
669113,67317
669216,67320
669229,67323
669243,67327
669349,67330
669362,67333
669375,67338
669446,67343
669530,67348
669625,67352
669639,67357
669654,67361
669767,67365
669781,67369
669795,67373
669891,67377
669905,67382
669920,67386
670014,67390
670122,67393
670135,67397
670149,67402
670256,67407
670360,67412
670468,67416
670571,67420
670678,67424
670692,67428
670704,67432
670810,67435
670823,67438
670834,67443
670945,67447
671006,67451
671021,67455
671036,67459
671128,67463
671142,67466
671155,67469
671248,67473
671308,67477
671322,67481
671337,67485
671409,67489
671420,67492
671430,67495
671501,67499
671512,67502
671522,67506
671599,67510
671610,67514
671621,67517
671718,67521
671821,67524
671834,67529
671849,67533
671935,67538
671953,67544
671971,67548
672061,67551
672074,67556
672172,67560
672186,67565
672201,67569
672285,67572
672299,67577
672394,67581
672409,67585
672424,67590
672517,67593
672530,67596
672543,67599
672646,67603
672660,67606
672673,67610
672760,67613
672774,67616
672787,67619
672881,67624
672953,67629
673023,67635
673043,67640
673139,67644
673153,67648
673167,67652
673240,67656
673254,67661
673358,67664
673372,67668
673386,67671
673458,67675
673472,67678
673486,67682
673556,67685
673569,67688
673582,67691
673669,67695
673684,67699
673698,67703
673768,67706
673781,67710
673795,67714
673888,67718
673902,67721
673970,67725
674029,67729
674045,67733
674142,67737
674153,67741
674220,67745
674231,67749
674240,67753
674346,67756
674359,67760
674373,67763
674463,67766
674474,67769
674565,67773
674579,67776
674592,67779
674685,67782
674698,67786
674712,67789
674803,67793
674815,67797
674922,67800
674935,67804
675005,67807
675018,67811
675113,67815
675127,67818
675140,67821
675242,67824
675255,67827
675348,67831
675363,67834
675451,67837
675464,67840
675477,67843
675566,67846
675579,67849
675592,67852
675685,67855
675698,67858
675711,67862
675821,67865
675834,67868
675848,67871
675936,67874
675949,67877
676040,67881
676137,67885
676152,67890
676243,67894
676257,67898
676271,67902
676361,67905
676374,67909
676388,67912
676479,67916
676494,67919
676584,67922
676597,67926
676707,67929
676720,67933
676735,67937
676845,67942
676949,67945
676962,67950
676977,67953
677068,67957
677083,67960
677173,67963
677186,67966
677199,67969
677283,67973
677390,67976
677403,67981
677418,67985
677481,67990
677499,67994
677514,67999
677595,68003
677610,68007
677624,68011
677703,68014
677716,68018
677730,68023
677815,68027
677829,68030
677843,68034
677918,68039
677935,68044
677952,68049
678023,68054
678040,68059
678057,68063
678124,68066
678137,68070
678210,68073
678225,68077
678241,68081
678304,68084
678319,68088
678407,68092
678423,68097
678440,68101
678517,68106
678580,68111
678639,68115
678654,68120
678717,68124
678731,68127
678745,68131
678818,68135
678834,68140
678852,68144
678921,68147
678934,68150
678947,68153
679034,68157
679048,68161
679062,68165
679147,68169
679161,68173
679175,68177
679272,68181
679283,68185
679294,68189
679377,68193
679434,68197
679449,68201
679466,68205
679558,68209
679572,68212
679651,68216
679709,68220
679724,68224
679739,68229
679803,68233
679817,68237
679832,68242
679912,68247
679929,68251
679945,68255
680006,68259
680020,68263
680035,68267
680119,68271
680133,68274
680204,68278
680220,68282
680237,68287
680332,68291
680346,68295
680408,68299
680422,68302
680436,68306
680521,68310
680535,68314
680549,68318
680640,68321
680653,68325
680719,68328
680732,68332
680746,68335
680817,68339
680828,68342
680838,68346
680908,68349
680921,68353
680935,68357
681004,68361
681019,68365
681033,68369
681125,68373
681139,68377
681229,68380
681242,68384
681256,68388
681330,68392
681344,68396
681358,68400
681430,68404
681441,68408
681450,68412
681519,68416
681530,68420
681539,68424
681625,68429
681640,68434
681701,68438
681715,68442
681807,68445
681820,68449
681834,68453
681915,68458
681932,68463
681949,68468
682009,68473
682026,68478
682043,68483
682100,68488
682117,68492
682131,68495
682196,68499
682211,68503
682316,68508
682332,68512
682346,68516
682420,68519
682433,68523
682447,68527
682551,68531
682565,68535
682579,68538
682638,68541
682652,68545
682668,68549
682752,68553
682768,68557
682841,68561
682855,68565
682869,68569
682937,68573
682951,68576
683007,68581
683026,68587
683046,68592
683127,68597
683142,68600
683156,68606
683225,68610
683241,68615
683337,68618
683350,68623
683413,68627
683428,68631
683443,68635
683512,68639
683526,68643
683611,68649
683630,68654
683645,68658
683729,68662
683812,68667
683902,68671
683917,68674
684015,68678
684122,68681
684135,68684
684149,68688
684255,68691
684268,68696
684283,68701
684398,68705
684412,68708
684426,68711
684518,68714
684531,68717
684544,68721
684638,68724
684651,68728
684665,68731
684758,68734
684771,68737
684784,68741
684874,68745
684889,68748
684902,68751
684994,68755
685008,68758
685021,68761
685115,68765
685129,68768
685222,68772
685329,68777
685429,68780
685442,68783
685455,68786
685512,68790
685526,68793
685609,68798
685625,68803
685733,68806
685746,68810
685830,68814
685844,68818
685924,68821
685937,68824
685950,68827
686031,68831
686046,68836
686157,68839
686170,68843
686254,68847
686269,68851
686283,68855
686348,68859
686362,68862
686376,68866
686438,68870
686452,68874
686554,68877
686567,68881
686581,68885
686684,68889
686699,68893
686784,68897
686799,68901
686814,68905
686903,68908
686916,68911
687009,68915
687023,68920
687038,68924
687132,68927
687145,68931
687159,68935
687223,68939
687237,68942
687250,68946
687327,68950
687342,68954
687357,68958
687418,68963
687502,68967
687516,68971
687531,68975
687620,68978
687633,68981
687646,68984
687749,68987
687762,68990
687775,68993
687863,68996
687876,69000
687966,69004
687980,69007
688063,69010
688078,69014
688094,69018
688200,69022
688214,69026
688228,69030
688291,69035
688307,69040
688323,69045
688416,69050
688501,69055
688580,69060
688639,69064
688654,69069
688670,69073
688777,69077
688788,69080
688798,69083
688869,69087
688880,69091
688984,69095
689091,69099
689105,69103
689119,69107
689187,69111
689201,69114
689214,69118
689321,69122
689332,69126
689343,69129
689423,69132
689437,69138
689520,69143
689537,69148
689554,69153
689631,69157
689646,69161
689662,69165
689760,69168
689774,69172
689835,69177
689852,69181
689866,69186
689936,69191
689955,69197
689975,69202
690058,69206
690073,69211
690089,69216
690162,69219
690177,69223
690193,69226
690290,69230
690305,69235
690321,69239
690394,69243
690408,69247
690423,69251
690487,69255
690502,69259
690600,69263
690614,69266
690627,69269
690708,69273
690722,69276
690736,69281
690835,69285
690938,69288
690951,69292
691023,69296
691034,69299
691044,69303
691141,69307
691152,69311
691163,69315
691243,69318
691257,69322
691271,69325
691361,69329
691375,69332
691388,69337
691499,69341
691598,69345
691701,69349
691771,69352
691781,69356
691853,69361
691869,69365
691967,69368
691977,69372
691988,69375
692053,69379
692068,69383
692144,69386
692154,69390
692165,69393
692255,69398
692314,69402
692329,69406
692344,69411
692409,69415
692424,69419
692500,69422
692510,69426
692521,69429
692586,69433
692597,69436
692668,69440
692679,69443
692689,69447
692766,69451
692777,69454
692787,69457
692858,69461
692869,69465
692878,69469
692947,69473
692958,69476
693053,69481
693157,69485
693264,69488
693277,69492
693291,69495
693379,69498
693392,69502
693469,69507
693541,69512
693613,69517
693675,69521
693690,69525
693761,69529
693776,69534
693793,69539
693877,69543
693891,69546
693905,69550
693989,69554
694005,69559
694020,69563
694082,69568
694100,69573
694117,69578
694178,69582
694193,69586
694208,69590
694271,69594
694286,69598
694376,69601
694389,69605
694481,69608
694494,69612
694575,69616
694590,69621
694606,69625
694686,69628
694700,69633
694716,69637
694797,69641
694812,69645
694826,69649
694888,69654
694905,69658
694920,69662
694992,69666
695003,69669
695013,69673
695085,69677
695096,69680
695106,69684
695174,69687
695187,69691
695274,69695
695289,69699
695304,69703
695397,69706
695410,69709
695481,69712
695496,69716
695569,69720
695583,69724
695598,69728
695660,69732
695675,69736
695690,69740
695764,69744
695778,69748
695793,69752
695879,69756
695894,69760
695910,69764
696003,69768
