time,time-spent-deliberating
1497040,147418
1497054,147422
1497070,147425
1497146,147429
1497161,147434
1497177,147438
1497266,147443
1497282,147448
1497298,147452
1497379,147456
1497394,147460
1497473,147464
1497487,147467
1497500,147470
1497579,147474
1497593,147477
1497607,147482
1497688,147487
1497705,147492
1497722,147497
1497815,147502
1497830,147505
1497844,147510
1497929,147515
1497946,147520
1497963,147525
1498032,147528
1498045,147531
1498058,147534
1498139,147538
1498154,147542
1498246,147546
1498260,147550
1498274,147555
1498383,147558
1498396,147561
1498409,147566
1498480,147570
1498551,147574
1498565,147578
1498637,147582
1498648,147585
1498658,147588
1498729,147592
1498740,147596
1498807,147600
1498818,147604
1498829,147607
1498900,147611
1498911,147614
1498921,147617
1498992,147621
1499003,147625
1499012,147629
1499081,147633
1499092,147636
1499163,147640
1499174,147644
1499183,147648
1499267,147653
1499341,147657
1499355,147661
1499370,147665
1499464,147669
1499478,147673
1499492,147677
1499568,147683
1499639,147688
1499655,147691
1499668,147694
1499757,147698
1499825,147703
1499841,147707
1499908,147710
1499921,147713
1499934,147716
1500024,147720
1500039,147724
1500053,147727
1500137,147730
1500149,147734
1500163,147737
1500246,147741
1500261,147745
1500276,147749
1500355,147754
1500373,147758
1500389,147763
1500481,147767
1500497,147771
1500512,147776
1500591,147781
1500640,147786
1500660,147791
1500679,147796
1500767,147799
1500781,147804
1500797,147808
1500888,147811
1500902,147816
1500918,147820
1501008,147824
1501023,147827
1501036,147830
1501084,147834
1501100,147838
1501116,147842
1501208,147846
1501222,147850
1501236,147853
1501327,147856
1501340,147860
1501354,147864
1501426,147868
1501437,147872
1501448,147876
1501520,147880
1501531,147884
1501540,147888
1501609,147892
1501620,147895
1501713,147898
1501726,147901
1501739,147904
1501826,147909
1501842,147913
1501856,147916
1501949,147919
1501962,147923
1501976,147927
1502068,147930
1502081,147933
1502092,147937
1502160,147942
1502230,147947
1502313,147952
1502396,147956
1502410,147959
1502423,147964
1502504,147967
1502518,147971
1502534,147975
1502628,147979
1502642,147982
1502656,147985
1502717,147990
1502735,147996
1502754,148001
1502836,148006
1502853,148011
1502932,148015
1502947,148020
1502962,148024
1503061,148028
1503075,148031
1503156,148036
1503174,148042
1503193,148047
1503271,148052
1503288,148057
1503306,148063
1503385,148067
1503399,148071
1503414,148075
1503499,148078
1503512,148081
1503525,148084
1503618,148087
1503631,148092
1503716,148096
1503731,148101
1503811,148105
1503827,148110
1503903,148114
1503917,148118
1503932,148122
1504030,148126
1504044,148130
1504058,148134
1504147,148137
1504160,148140
1504173,148143
1504255,148146
1504269,148151
1504352,148155
1504367,148160
1504383,148164
1504473,148168
1504487,148171
1504501,148175
1504591,148179
1504606,148184
1504660,148189
1504711,148195
1504731,148200
1504748,148204
1504837,148207
1504850,148210
1504863,148214
1504947,148218
1504961,148222
1504975,148226
1505065,148229
1505078,148233
1505092,148237
1505153,148241
1505168,148245
1505184,148249
1505264,148252
1505279,148257
1505296,148261
1505383,148265
1505398,148269
1505489,148273
1505504,148277
1505518,148280
1505611,148284
1505625,148288
1505640,148292
1505705,148295
1505720,148299
1505800,148303
1505811,148307
1505822,148310
1505913,148315
1505998,148319
1506012,148323
1506026,148327
1506103,148331
1506114,148335
1506125,148339
1506197,148343
1506211,148346
1506271,148349
1506286,148353
1506302,148357
1506364,148361
1506446,148366
1506506,148370
1506521,148374
1506536,148379
1506621,148384
1506682,148388
1506697,148392
1506757,148397
1506776,148401
1506792,148405
1506883,148409
1506897,148412
1506911,148416
1507008,148420
1507078,148424
1507089,148428
1507100,148431
1507183,148434
1507196,148437
1507275,148441
1507291,148445
1507383,148449
1507397,148454
1507412,148458
1507470,148462
1507484,148465
1507497,148469
1507587,148473
1507602,148477
1507616,148481
1507688,148485
1507702,148488
1507715,148491
1507798,148496
1507814,148501
1507830,148505
1507895,148508
1507908,148512
1507922,148516
1508020,148521
1508036,148525
1508051,148530
1508119,148534
1508133,148538
1508240,148541
1508253,148544
1508266,148547
1508357,148551
1508371,148555
1508385,148559
1508477,148562
1508490,148566
1508504,148569
1508595,148572
1508608,148576
1508698,148580
1508712,148584
1508726,148588
1508794,148591
1508807,148595
1508821,148599
1508893,148603
1508904,148607
1508913,148611
1508982,148615
1508993,148619
1509068,148623
1509079,148627
1509088,148631
1509192,148634
1509205,148638
1509271,148642
1509285,148646
1509299,148650
1509373,148653
1509386,148657
1509400,148661
1509473,148664
1509483,148668
1509494,148671
1509559,148675
1509570,148679
1509579,148683
1509648,148687
1509659,148691
1509734,148695
1509745,148699
1509754,148703
1509837,148707
1509853,148712
1509940,148716
1509956,148720
1509973,148724
1510068,148728
1510083,148732
1510097,148735
1510172,148738
1510185,148742
1510199,148745
1510295,148749
1510306,148752
1510316,148756
1510393,148760
1510404,148764
1510413,148768
1510482,148772
1510493,148775
1510503,148778
1510574,148782
1510585,148786
1510596,148790
1510693,148794
1510704,148798
1510779,148802
1510790,148806
1510801,148810
1510873,148814
1510884,148818
1510893,148822
1510962,148826
1510973,148830
1511040,148833
1511053,148836
1511066,148839
1511155,148843
1511169,148847
1511183,148851
1511255,148855
1511266,148859
1511277,148862
1511367,148865
1511378,148868
1511391,148872
1511467,148875
1511477,148879
1511488,148882
1511563,148885
1511573,148889
1511584,148893
1511682,148896
1511692,148900
1511703,148903
1511753,148907
1511768,148911
1511782,148915
1511878,148919
1511892,148923
1511906,148927
1511978,148931
1511989,148934
1511999,148937
1512070,148941
1512081,148945
1512092,148949
1512160,148952
1512173,148955
1512186,148958
1512279,148962
1512294,148965
1512307,148968
1512376,148972
1512390,148976
1512405,148980
1512477,148983
1512490,148987
1512504,148991
1512596,148994
1512609,148998
1512623,149001
1512720,149004
1512730,149008
1512741,149011
1512810,149014
1512823,149018
1512837,149022
1512909,149025
1512922,149029
1512936,149033
1513009,149037
1513020,149041
1513031,149045
1513103,149049
1513114,149053
1513123,149057
1513192,149060
1513205,149064
1513219,149068
1513292,149071
1513302,149075
1513313,149078
1513410,149081
1513420,149085
1513431,149088
1513499,149092
1513513,149096
1513527,149099
1513594,149104
1513613,149108
1513627,149112
1513703,149116
1513719,149121
1513736,149125
1513787,149131
1513807,149137
1513826,149141
1513894,149145
1513909,149149
1513959,149153
1513973,149157
1514047,149162
1514064,149166
1514078,149171
1514126,149176
1514145,149182
1514165,149187
1514239,149193
1514257,149198
1514274,149203
1514346,149209
1514364,149214
1514380,149218
1514446,149222
1514460,149225
1514540,149229
1514555,149233
1514602,149237
1514617,149241
1514689,149245
1514741,149250
1514760,149255
1514776,149260
1514846,149264
1514862,149268
1514926,149272
1514942,149277
1514961,149281
1515012,149286
1515074,149290
1515090,149294
1515105,149298
1515184,149303
1515279,149307
1515293,149311
1515307,149315
1515397,149319
1515411,149322
1515424,149325
1515508,149330
1515524,149333
1515538,149339
1515628,149343
1515642,149347
1515656,149351
1515731,149355
1515745,149359
1515817,149363
1515828,149366
1515917,149370
1515931,149373
1515944,149377
1516033,149380
1516047,149383
1516060,149387
1516168,149391
1516179,149395
1516190,149398
1516261,149402
1516272,149406
1516283,149410
1516355,149414
1516366,149417
1516376,149420
1516447,149424
1516458,149427
1516468,149430
1516574,149434
1516585,149438
1516594,149442
1516665,149445
1516678,149449
1516754,149453
1516765,149457
1516776,149460
1516836,149464
1516850,149468
1516866,149473
1516928,149477
1516942,149480
1517031,149484
1517046,149487
1517059,149491
1517131,149495
1517142,149499
1517153,149503
1517232,149506
1517246,149510
1517261,149514
1517327,149518
1517341,149522
1517355,149526
1517413,149530
1517427,149534
1517510,149539
1517592,149542
1517605,149546
1517619,149550
1517687,149554
1517701,149558
1517793,149561
1517806,149565
1517820,149568
1517917,149571
1517927,149575
1517938,149579
1518019,149583
1518034,149587
1518049,149591
1518133,149595
1518147,149599
1518161,149603
1518229,149608
1518297,149612
1518311,149616
1518325,149619
1518404,149623
1518419,149627
1518433,149632
1518537,149636
1518548,149639
1518619,149642
1518632,149646
1518646,149650
1518737,149654
1518752,149657
1518824,149660
1518834,149664
1518929,149668
1518943,149671
1518956,149674
1519027,149678
1519038,149682
1519049,149686
1519139,149689
1519152,149693
1519244,149697
1519258,149700
1519351,149704
1519365,149708
1519433,149711
1519446,149715
1519460,149719
1519532,149722
1519545,149726
1519640,149730
1519654,149734
1519668,149737
1519743,149740
1519753,149744
1519764,149747
1519829,149751
1519840,149755
1519849,149759
1519942,149762
1519955,149765
1519969,149769
1520032,149773
1520047,149777
1520062,149781
1520163,149784
1520173,149788
1520185,149791
1520251,149795
1520262,149799
1520273,149802
1520344,149806
1520355,149809
1520365,149813
1520442,149817
1520453,149821
1520464,149825
1520561,149829
1520572,149833
1520583,149836
1520654,149839
1520667,149843
1520681,149847
1520771,149851
1520783,149855
1520797,149859
1520859,149863
1520874,149867
1520888,149871
1520961,149874
1520971,149878
1521064,149882
1521078,149885
1521162,149889
1521177,149893
1521192,149897
1521286,149901
1521300,149905
1521397,149909
1521408,149913
1521417,149917
1521476,149920
1521490,149924
1521506,149928
1521600,149932
1521615,149936
1521629,149940
1521697,149944
1521711,149948
1521725,149952
1521800,149956
1521811,149959
1521821,149962
1521880,149966
1521895,149970
1521956,149975
1522016,149979
1522031,149984
1522047,149989
1522124,149993
1522139,149997
1522153,150001
1522228,150005
1522239,150009
1522311,150013
1522325,150017
1522415,150022
1522431,150026
1522446,150029
1522548,150032
1522562,150036
1522576,150040
1522649,150044
1522660,150048
1522733,150051
1522746,150054
1522835,150059
1522851,150063
1522865,150067
1522972,150071
1522983,150075
1522994,150079
1523066,150083
1523077,150087
1523088,150091
1523160,150095
1523171,150098
1523181,150101
1523271,150104
1523285,150107
1523298,150111
1523404,150115
1523418,150118
1523431,150123
1523524,150128
1523540,150132
1523555,150135
1523629,150139
1523640,150143
1523651,150146
1523699,150150
1523713,150153
1523728,150157
1523791,150162
1523808,150167
1523825,150172
1523896,150177
1523913,150182
1523930,150187
1524001,150192
1524018,150196
1524032,150199
1524105,150203
1524121,150207
1524194,150211
1524210,150215
1524225,150219
1524277,150224
1524295,150228
1524311,150232
1524395,150236
1524410,150240
1524425,150245
1524508,150249
1524522,150253
1524592,150256
1524605,150259
1524618,150263
1524707,150266
1524721,150269
1524810,150273
1524822,150277
1524884,150282
1524954,150287
1525036,150291
1525050,150295
1525065,150300
1525147,150304
1525207,150309
1525255,150313
1525270,150317
1525285,150321
1525357,150326
1525418,150331
1525488,150336
1525558,150340
1525572,150343
1525587,150347
1525677,150350
1525690,150354
1525704,150358
1525778,150363
1525794,150366
1525807,150370
1525878,150374
1525892,150377
1525906,150381
1525964,150385
1525978,150390
1525993,150394
1526063,150398
1526077,150402
1526091,150405
1526183,150409
1526197,150413
1526211,150417
1526307,150422
1526401,150427
1526414,150430
1526427,150434
1526521,150437
1526534,150441
1526548,150445
1526639,150448
1526653,150451
1526666,150454
1526758,150459
1526774,150462
1526787,150466
1526882,150470
1526896,150475
1526968,150480
1526984,150483
1526997,150488
1527059,150493
1527120,150497
1527134,150501
1527149,150505
1527238,150508
1527252,150511
1527335,150515
1527408,150519
1527422,150523
1527511,150527
1527526,150530
1527539,150534
1527612,150538
1527627,150542
1527639,150546
1527730,150549
1527744,150552
1527757,150556
1527828,150560
1527842,150565
1527923,150568
1527936,150573
1527951,150576
1528010,150580
1528025,150583
1528039,150586
1528121,150589
1528135,150593
1528216,150597
1528231,150600
1528310,150604
1528325,150608
1528339,150612
1528432,150616
1528447,150619
1528460,150623
1528546,150628
1528563,150632
1528578,150636
1528657,150639
1528667,150643
1528678,150647
1528754,150651
1528766,150654
1528776,150657
1528849,150662
1528865,150665
1528878,150669
1528983,150672
1528996,150675
1529009,150679
1529099,150683
1529113,150687
1529127,150691
1529216,150695
1529230,150699
1529245,150703
1529316,150707
1529330,150710
1529344,150714
1529416,150718
1529427,150722
1529436,150726
1529509,150729
1529522,150732
1529536,150736
1529643,150740
1529654,150744
1529746,150749
1529762,150753
1529776,150756
1529847,150759
1529860,150763
1529937,150767
1529948,150771
1530016,150775
1530030,150778
1530090,150782
1530150,150787
1530231,150791
1530245,150794
1530258,150798
1530343,150804
1530407,150809
1530471,150814
1530487,150818
1530501,150822
1530591,150826
1530606,150829
1530619,150833
1530714,150837
1530728,150841
1530742,150846
1530846,150849
1530859,150852
1530872,150855
1530959,150859
1531062,150863
1531076,150868
1531091,150871
1531182,150874
1531196,150877
1531259,150880
1531274,150884
1531289,150889
1531368,150892
1531378,150895
1531389,150899
1531456,150903
1531467,150906
1531477,150909
1531546,150912
1531559,150916
1531573,150921
1531646,150926
1531662,150930
1531676,150934
1531768,150938
1531782,150941
1531871,150944
1531884,150947
1531898,150951
1531983,150955
1531997,150958
1532074,150962
1532089,150967
1532165,150972
1532235,150975
1532248,150978
1532261,150981
1532363,150984
1532376,150987
1532459,150992
1532555,150997
1532647,151000
1532660,151004
1532674,151007
1532762,151010
1532775,151013
1532864,151016
1532877,151020
1532891,151024
1532982,151027
1532995,151030
1533008,151033
1533099,151036
1533112,151039
1533125,151042
1533227,151046
1533242,151050
1533256,151053
1533353,151056
1533366,151060
1533380,151063
1533483,151066
1533496,151069
1533507,151072
1533596,151076
1533608,151079
1533621,151082
1533725,151086
1533739,151090
1533753,151094
1533843,151098
1533857,151101
1533950,151104
1533963,151107
1533976,151110
1534057,151115
1534129,151119
1534143,151123
1534158,151127
1534249,151131
1534263,151135
1534277,151138
1534369,151141
1534380,151145
1534455,151149
1534469,151153
1534483,151157
1534557,151160
1534570,151164
1534659,151167
1534672,151170
1534755,151173
1534770,151177
1534786,151181
1534881,151185
1534895,151188
1534974,151192
1534988,151196
1535079,151199
1535093,151202
1535180,151208
1535195,151212
1535210,151215
1535288,151219
1535358,151224
1535377,151229
1535393,151233
1535467,151237
1535535,151242
1535554,151247
1535626,151252
1535642,151257
1535658,151262
1535730,151266
1535799,151269
1535812,151273
1535826,151277
1535910,151280
1535923,151285
1535938,151288
1536025,151292
1536039,151295
1536052,151298
1536143,151302
1536235,151306
1536249,151310
1536263,151314
1536351,151318
1536423,151321
1536436,151326
1536451,151329
1536517,151334
1536534,151337
1536549,151341
1536614,151345
1536697,151350
1536778,151354
1536793,151359
1536810,151363
1536890,151368
1536927,151372
1536944,151377
1536962,151382
1537002,151386
1537017,151390
1537035,151394
1537099,151399
1537116,151404
1537133,151409
1537193,151415
1537212,151421
1537231,151426
1537312,151431
1537330,151435
1537381,151441
1537400,151446
1537418,151452
1537468,151458
1537487,151464
1537506,151470
1537556,151476
1537575,151482
1537594,151487
1537678,151492
1537694,151496
1537708,151500
1537766,151505
1537783,151510
1537867,151514
1537881,151518
1537895,151522
1537969,151525
1537982,151529
1537996,151533
1538037,151539
1538056,151544
1538074,151550
1538135,151556
1538154,151561
1538171,151565
1538263,151568
1538276,151572
1538290,151576
1538380,151579
1538393,151582
1538406,151585
1538488,151589
1538503,151593
1538517,151597
1538578,151602
1538595,151607
1538677,151612
1538746,151615
1538759,151618
1538772,151622
1538843,151626
1538857,151633
1538875,151637
1538964,151640
1538977,151643
1539024,151648
1539042,151653
1539060,151658
1539131,151662
1539147,151667
1539164,151672
1539238,151676
1539253,151680
1539269,151684
1539339,151688
1539355,151692
1539369,151696
1539440,151701
1539457,151705
1539526,151709
1539540,151713
1539555,151717
1539630,151721
1539646,151725
1539661,151729
1539728,151735
1539746,151741
1539764,151745
1539848,151749
1539863,151753
1539879,151757
1539951,151761
1539965,151765
1540035,151768
1540048,151772
1540062,151775
1540143,151779
1540157,151783
1540171,151787
1540254,151791
1540268,151794
1540282,151799
1540373,151804
1540442,151808
1540456,151811
1540469,151815
1540558,151818
1540571,151821
1540584,151824
1540673,151827
1540686,151830
1540699,151833
1540777,151837
1540858,151841
1540872,151845
1540887,151849
1540967,151853
1540981,151857
1540995,151861
1541076,151866
1541093,151869
1541108,151873
1541183,151876
1541193,151880
1541287,151885
1541303,151888
1541316,151892
1541414,151896
1541425,151900
1541437,151903
1541509,151907
1541520,151911
1541592,151915
1541661,151919
1541675,151923
1541689,151926
1541753,151930
1541767,151933
1541856,151937
1541872,151942
1541889,151946
1541969,151950
1541986,151954
1542071,151959
1542088,151964
1542105,151968
1542196,151971
1542210,151975
1542224,151978
1542287,151982
1542301,151987
1542317,151991
1542415,151996
1542431,152000
1542445,152004
1542537,152008
1542551,152011
1542564,152015
1542653,152018
1542664,152022
1542678,152025
1542772,152029
1542787,152032
1542800,152036
1542890,152040
1542904,152044
1542984,152047
1542997,152052
1543012,152056
1543095,152059
1543108,152062
1543121,152065
1543214,152069
1543229,152072
1543242,152076
1543321,152080
1543336,152084
1543350,152087
1543397,152091
1543413,152095
1543428,152099
1543489,152104
1543506,152109
1543523,152114
1543600,152118
1543616,152122
1543632,152127
1543717,152132
1543734,152136
1543750,152140
1543832,152144
1543847,152149
1543864,152154
1543946,152159
1543963,152163
1543979,152167
1544060,152171
1544076,152175
1544092,152179
1544175,152182
1544188,152185
1544201,152189
1544275,152192
1544288,152196
1544302,152201
1544373,152204
1544386,152208
1544483,152212
1544494,152215
1544583,152218
1544596,152222
1544610,152225
1544699,152229
1544713,152232
1544726,152236
1544816,152240
1544830,152244
1544891,152248
1544906,152252
1544921,152256
1545003,152260
1545019,152264
1545034,152269
1545096,152273
1545110,152276
1545124,152280
1545207,152284
1545278,152289
1545328,152294
1545412,152298
1545426,152302
1545441,152306
1545530,152309
1545543,152312
1545603,152316
1545698,152320
1545712,152324
1545726,152327
1545762,152331
1545777,152336
1545793,152340
1545852,152344
1545868,152348
1545884,152353
1545957,152357
1546050,152362
1546142,152365
1546155,152369
1546169,152372
1546261,152375
1546274,152379
1546288,152382
1546379,152386
1546393,152390
1546407,152394
1546479,152398
1546490,152402
1546501,152406
1546571,152409
1546584,152413
1546598,152417
1546675,152421
1546690,152425
1546706,152429
1546800,152433
1546814,152437
1546829,152441
1546933,152444
1546946,152447
1546959,152452
1547052,152455
1547065,152458
1547078,152461
1547167,152464
1547180,152469
1547242,152473
1547257,152478
1547273,152483
1547354,152486
1547368,152490
1547383,152494
1547460,152498
1547471,152501
1547481,152504
1547574,152507
1547587,152511
1547660,152515
1547672,152518
1547761,152522
1547776,152526
1547871,152530
1547885,152533
1547898,152537
1547988,152540
1548001,152543
1548015,152546
1548083,152550
1548097,152553
1548110,152557
1548190,152561
1548205,152565
1548220,152569
1548294,152573
1548308,152577
1548322,152581
1548392,152586
1548411,152591
1548461,152597
1548480,152602
1548498,152608
1548569,152613
1548585,152618
1548601,152622
1548675,152627
1548749,152631
1548765,152636
1548783,152640
1548875,152644
1548889,152648
1548904,152652
1549000,152656
1549014,152660
1549102,152663
1549115,152667
1549129,152671
1549206,152676
1549222,152680
1549236,152684
1549311,152688
1549394,152692
1549409,152696
1549495,152700
1549509,152705
1549569,152709
1549583,152712
1549672,152716
1549686,152719
1549699,152722
1549766,152725
1549779,152729
1549873,152733
1549887,152736
1549900,152739
1549993,152743
1550007,152746
1550021,152751
1550096,152755
1550187,152759
1550254,152764
1550326,152767
1550339,152770
1550352,152774
1550426,152777
1550439,152782
1550454,152785
1550547,152789
1550561,152792
1550574,152795
1550667,152799
1550735,152804
1550751,152807
1550764,152812
1550870,152816
1550930,152820
1550944,152824
1550959,152829
1551052,152833
1551066,152837
1551080,152841
1551156,152846
1551226,152851
1551242,152855
1551301,152859
1551315,152863
1551330,152867
1551419,152871
1551433,152875
1551447,152879
1551537,152883
1551551,152887
1551565,152891
1551649,152895
1551663,152900
1551678,152905
1551749,152908
1551764,152913
1551845,152917
1551860,152921
1551874,152925
1551967,152928
1551981,152932
1552061,152936
1552075,152939
1552088,152943
1552168,152947
1552248,152951
1552263,152955
1552279,152959
1552359,152964
1552407,152968
1552422,152972
1552437,152977
1552525,152981
1552539,152984
1552553,152988
1552655,152992
1552669,152995
1552682,152998
1552775,153003
1552832,153007
1552847,153011
1552863,153015
1552947,153019
1552962,153023
1552977,153027
1553071,153031
1553086,153035
1553100,153039
1553192,153042
1553205,153045
1553280,153050
1553297,153054
1553311,153058
1553386,153062
1553397,153066
1553408,153070
1553469,153074
1553484,153078
1553499,153083
1553566,153087
1553581,153091
1553670,153095
1553684,153099
1553698,153103
1553755,153107
1553770,153110
1553784,153114
1553858,153117
1553873,153121
1553958,153125
1553973,153129
1554048,153133
1554064,153137
1554080,153142
1554162,153147
1554179,153152
1554196,153156
1554289,153159
1554302,153162
1554315,153165
1554389,153169
1554457,153173
1554539,153177
1554618,153181
1554632,153185
1554646,153189
1554718,153193
1554732,153196
1554745,153200
1554817,153204
1554828,153208
1554837,153212
1554929,153215
1554942,153218
1554999,153223
1555016,153227
1555032,153231
1555105,153235
1555119,153239
1555133,153242
1555196,153246
1555268,153250
1555351,153254
1555365,153258
1555380,153262
1555469,153266
1555484,153269
1555497,153273
1555558,153277
1555574,153281
1555588,153285
1555674,153290
1555690,153295
1555749,153300
1555786,153305
1555835,153310
1555908,153315
1556002,153320
1556018,153324
1556088,153328
1556102,153331
1556115,153334
1556204,153338
1556219,153341
1556232,153344
1556325,153348
1556339,153352
1556413,153355
1556426,153359
1556440,153362
1556534,153365
1556548,153369
1556617,153373
1556632,153377
1556646,153381
1556721,153385
1556732,153388
1556742,153392
1556839,153396
1556850,153400
1556922,153404
1556933,153408
1556944,153412
1557051,153416
1557062,153420
1557073,153424
1557145,153429
1557161,153432
1557174,153436
1557247,153440
1557261,153444
1557275,153448
1557369,153451
1557382,153454
1557395,153457
1557477,153460
1557490,153463
1557577,153467
1557591,153471
1557682,153474
1557696,153478
1557710,153481
1557771,153485
1557787,153489
1557802,153493
1557905,153497
1557919,153501
1557934,153505
1558003,153508
1558016,153512
1558030,153516
1558127,153520
1558138,153523
1558148,153527
1558218,153530
1558231,153533
1558244,153536
1558338,153540
1558352,153544
1558366,153548
1558460,153552
1558532,153556
1558546,153560
1558561,153564
1558654,153568
1558668,153571
1558681,153574
1558761,153578
1558842,153583
1558859,153588
1558876,153593
1558956,153598
1558973,153602
1558987,153607
1559047,153611
1559062,153615
1559130,153618
1559143,153622
1559157,153626
1559229,153630
1559240,153634
1559251,153638
1559358,153642
1559369,153646
1559444,153650
1559455,153654
1559464,153658
1559554,153661
1559568,153665
1559660,153669
1559675,153673
1559689,153677
1559762,153680
1559772,153684
1559845,153688
1559856,153691
1559866,153695
1559936,153698
1559949,153701
1559962,153705
1560052,153709
1560066,153713
1560173,153717
1560184,153721
1560195,153725
1560292,153729
1560303,153733
1560312,153737
1560377,153741
1560391,153745
1560406,153749
1560499,153752
1560513,153755
1560602,153759
1560616,153762
1560697,153766
1560780,153771
1560796,153776
1560812,153781
1560906,153784
1560919,153788
1560933,153792
1561025,153795
1561038,153799
1561052,153803
1561133,153808
1561202,153812
1561216,153816
1561230,153820
1561334,153824
1561349,153827
1561438,153831
1561453,153834
1561541,153837
1561552,153841
1561658,153845
1561672,153850
1561687,153853
1561778,153856
1561792,153860
1561806,153863
1561901,153867
1561915,153870
1561928,153875
1562000,153879
1562014,153883
1562028,153887
1562100,153891
1562111,153895
1562178,153899
1562189,153903
1562259,153906
1562272,153910
1562286,153913
1562379,153917
1562394,153920
1562407,153924
1562482,153928
1562493,153932
1562568,153936
1562579,153940
1562588,153944
1562681,153947
1562694,153951
1562708,153954
1562780,153957
1562790,153961
1562801,153964
1562868,153967
1562881,153971
1562895,153975
1562968,153978
1562978,153982
1562989,153985
1563061,153988
1563071,153992
1563082,153995
1563173,153999
1563188,154004
1563204,154009
1563293,154013
1563307,154017
1563321,154020
1563392,154024
1563403,154028
1563414,154032
1563518,154036
1563533,154039
1563546,154043
1563614,154046
1563627,154050
1563641,154053
1563738,154056
1563748,154060
1563759,154063
1563826,154066
1563839,154070
1563853,154073
1563925,154076
1563935,154080
1564026,154084
1564040,154088
1564054,154092
1564129,154096
1564140,154100
1564151,154103
1564224,154106
1564237,154109
1564250,154114
1564297,154119
1564314,154124
1564330,154128
1564400,154131
1564415,154135
1564430,154139
1564539,154143
1564553,154147
1564567,154151
1564639,154155
1564650,154159
1564659,154163
1564750,154166
1564763,154170
1564777,154173
1564873,154177
1564884,154181
1564895,154185
1564989,154188
1565002,154191
1565089,154195
1565103,154198
1565116,154202
1565176,154207
1565194,154211
1565209,154215
1565288,154218
1565302,154222
1565374,154226
1565388,154230
1565403,154235
1565457,154239
1565473,154243
1565489,154247
1565581,154251
1565596,154255
1565681,154259
1565695,154263
1565771,154267
1565787,154271
1565803,154275
1565892,154280
1565908,154285
1565925,154289
1565972,154294
1565992,154300
1566013,154305
1566086,154309
1566100,154312
1566113,154316
1566198,154319
1566212,154324
1566228,154328
1566280,154333
1566298,154337
1566314,154341
1566406,154345
1566420,154349
1566434,154352
1566540,154356
1566551,154360
1566562,154364
1566659,154368
1566670,154371
1566741,154375
1566752,154379
1566763,154382
1566852,154385
1566865,154389
1566879,154393
1566973,154396
1566986,154400
1567000,154403
1567071,154406
1567084,154410
1567098,154414
1567177,154419
1567191,154423
1567206,154427
1567275,154432
1567348,154437
1567429,154441
1567443,154445
1567458,154449
1567547,154452
1567561,154455
1567574,154458
1567666,154462
1567680,154466
1567694,154470
1567785,154474
1567800,154477
1567868,154481
1567882,154485
1567896,154489
1567989,154493
1568003,154497
1568017,154500
1568108,154504
1568122,154507
1568135,154511
1568225,154515
1568281,154519
1568296,154523
1568311,154527
1568391,154531
1568406,154535
1568421,154539
1568512,154544
1568529,154548
1568544,154552
1568602,154556
1568617,154559
1568631,154563
1568720,154567
1568734,154570
1568827,154574
1568922,154577
1568932,154581
1568943,154584
1569008,154588
1569019,154592
1569030,154595
1569126,154599
1569137,154602
1569147,154606
1569219,154610
1569230,154614
1569241,154618
1569313,154622
1569324,154626
1569333,154630
1569402,154634
1569413,154638
1569424,154642
1569498,154645
1569511,154649
1569525,154653
1569598,154657
1569609,154661
1569620,154665
1569711,154668
1569724,154672
1569738,154676
1569830,154679
1569843,154682
1569857,154686
1569931,154689
1569944,154692
1569957,154695
1570048,154699
1570062,154703
1570159,154707
1570170,154711
1570181,154715
1570253,154719
1570264,154722
1570274,154725
1570380,154729
1570391,154733
1570466,154737
1570477,154741
1570486,154745
1570557,154748
1570570,154752
1570584,154755
1570651,154758
1570664,154762
1570679,154766
1570768,154769
1570782,154772
1570795,154776
1570880,154780
1570894,154784
1570909,154788
1570984,154792
1570999,154798
1571017,154802
1571093,154807
1571174,154812
1571190,154817
1571275,154822
1571359,154827
1571431,154831
1571502,154834
1571515,154837
1571528,154841
1571633,154844
1571646,154848
1571660,154852
1571732,154855
1571745,154859
1571759,154862
1571851,154866
1571865,154870
1571879,154873
1571953,154877
1571968,154881
1572063,154885
1572078,154889
1572152,154893
1572168,154898
1572186,154902
1572280,154906
1572294,154909
1572383,154912
1572396,154916
1572410,154919
1572477,154922
1572490,154925
1572503,154928
1572591,154933
1572662,154937
1572676,154941
1572690,154945
1572780,154949
1572795,154952
1572808,154956
1572899,154960
1572913,154964
1572927,154968
1573033,154972
1573047,154975
1573060,154978
1573152,154981
1573165,154984
1573178,154987
1573267,154990
1573280,154993
1573294,154996
1573397,155000
1573411,155003
1573424,155006
1573515,155009
1573528,155012
1573542,155016
1573648,155021
1573664,155024
1573677,155028
1573784,155032
1573795,155036
1573806,155039
1573880,155043
1573891,155047
1573900,155051
1573969,155055
1573980,155058
1574051,155062
1574062,155066
1574073,155070
1574148,155074
1574159,155077
1574169,155080
1574257,155083
1574271,155086
1574284,155090
1574382,155093
1574392,155097
1574403,155100
1574480,155103
1574490,155107
1574501,155110
1574573,155114
1574584,155117
1574680,155121
1574691,155125
1574702,155129
1574774,155133
1574785,155137
1574794,155141
1574863,155145
1574874,155149
1574885,155153
1574957,155157
1574968,155161
1574977,155165
1575046,155169
1575057,155172
1575067,155175
1575163,155179
1575174,155183
1575185,155187
1575282,155191
1575293,155195
1575302,155199
1575371,155203
1575382,155207
